1.1270282173187824e-05,6.24200243438095e-05,7.802503042976187e-06,6.24200243438095e-05,3.7278625649775116e-05,6.415391390891531e-05,2.0806674781269832e-05,4.594807347530421e-05,8.235975434252642e-05,0.00013437644129570098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013264255173059517,1.7338895651058192e-06,6.068613477870367e-06,3.4677791302116383e-06,3.4677791302116383e-06,7.802503042976187e-06,5.201668695317458e-06,8.669447825529097e-06,9.536392608082006e-06,8.669447825529097e-06,1.0
1.0332896399428444e-05,5.461673811126463e-05,1.3285152513550856e-05,5.240254602567282e-05,4.6498033797428e-05,3.2474817255346535e-05,1.9189664741795682e-05,3.0998689198285326e-05,7.602059493865212e-05,0.00023249016898713995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018894439130383439,2.214192085591809e-06,1.4761280570612061e-06,7.380640285306031e-07,4.428384171183618e-06,1.9189664741795682e-05,3.690320142653016e-06,1.2547088485020252e-05,8.856768342367236e-06,1.1809024456489649e-05,1.0
1.0366341319044368e-05,1.7622780242375427e-05,5.183170659522184e-06,2.53975362316587e-05,4.302031647403413e-05,1.4512877846662115e-05,1.8141097308327647e-05,3.887377994641638e-05,7.463765749711945e-05,0.0002643417036356314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024931050872301704,5.183170659522184e-07,2.0732682638088736e-06,3.1099023957133106e-06,3.1099023957133106e-06,1.3994560780709897e-05,7.256438923331057e-06,1.4512877846662115e-05,5.183170659522184e-06,7.256438923331057e-06,1.0
1.9363872580877448e-05,9.076815272286304e-05,7.261452217829044e-06,0.00010045008901330178,0.00011013202530374049,2.2994598689791973e-05,6.0512101815242034e-06,2.9045808871316177e-05,6.656331199676624e-05,0.00045384076361431523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042600519677930387,1.2102420363048405e-06,2.420484072609681e-06,2.420484072609681e-06,4.840968145219362e-06,2.2994598689791973e-05,2.420484072609681e-06,1.9363872580877448e-05,6.0512101815242034e-06,2.6625324798706492e-05,1.0
4.6532017701759154e-05,4.775654448338439e-05,3.367448649469412e-05,3.244995971306888e-05,3.30622231038815e-05,3.734806683956985e-05,4.775654448338439e-05,4.775654448338439e-05,7.285934350670183e-05,4.898107126500964e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0613169540631024e-06,3.0613169540631024e-06,5.510370517313585e-06,8.571687471376687e-06,6.734897298938825e-06,1.7755638333565993e-05,1.102074103462717e-05,9.796214253001927e-06,8.571687471376687e-06,1.285753120706503e-05,1.0
3.125205257124938e-05,1.6950265801355598e-05,1.6420569995063236e-05,1.2712699351016698e-05,4.343505611597372e-05,1.8009657413940323e-05,3.919748966563482e-05,5.614775546699042e-05,8.210284997531617e-05,4.926170998518971e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0593916125847248e-05,5.8266538692159865e-06,9.004828706970161e-06,1.2183003544724335e-05,1.536117838247851e-05,3.495992321529592e-05,2.0128440639109772e-05,4.820231837260498e-05,1.324239515730906e-05,2.9662965152372297e-05,1.0
3.9658544596733255e-05,2.099570008062349e-05,3.126026456448386e-05,2.659455343545642e-05,3.6392546806414045e-05,3.779226014512228e-05,4.245797127414972e-05,5.7388246887037534e-05,7.838394696766102e-05,1.6329988951596046e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.531995580638419e-06,3.7325689032219536e-06,7.931708919346651e-06,1.446370449998507e-05,1.4930275612887814e-05,1.6329988951596046e-05,1.9595986741915256e-05,2.192884230642898e-05,2.4728268983845442e-05,2.566141120965093e-05,1.0
5.506245890861275e-05,1.766929651545036e-05,5.588428665351742e-05,4.561143984220907e-05,2.999671268902038e-05,1.438198553583169e-05,1.9723865877712034e-05,2.4654832347140042e-05,3.328402366863906e-05,0.00021819526627218935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020792241946088102,1.232741617357002e-06,0.0,1.643655489809336e-06,4.10913872452334e-06,6.574621959237344e-06,2.8763971071663377e-06,1.150558842866535e-05,4.520052596975674e-06,1.0683760683760684e-05,1.0
2.640036730945822e-05,1.320018365472911e-05,1.549586776859504e-05,1.8365472910927457e-05,3.1565656565656566e-05,2.869605142332415e-05,3.558310376492194e-05,4.533976124885216e-05,5.8539944903581265e-05,3.1565656565656566e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.549586776859504e-05,9.182736455463728e-06,4.591368227731864e-06,1.320018365472911e-05,1.2052341597796142e-05,2.6974288337924703e-05,2.0661157024793387e-05,3.099173553719008e-05,2.1235078053259872e-05,3.500918273645546e-05,1.0
3.111111111111111e-05,1.9999999999999998e-05,1.4666666666666666e-05,1.6e-05,3.155555555555556e-05,1.6444444444444444e-05,3.155555555555556e-05,4.622222222222222e-05,5.288888888888889e-05,5.9555555555555554e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.88888888888889e-06,2.2222222222222225e-06,4e-06,7.555555555555556e-06,8e-06,3.555555555555556e-05,1.1111111111111112e-05,3.288888888888889e-05,8e-06,3.511111111111111e-05,1.0
